step_idx,phase,topology,agent_id,active_sender,active_receiver,known_sources,known_source_count,coverage_ratio,normalized_l1_error,rmse,exact_match,sent_count,received_count,Topology,Agents,Seed
0,after_step,chain,9,False,False,[9],1,0.0624,0.9376,5.134783344991296,False,0,0,chain,16,1
0,after_step,chain,10,False,False,[10],1,0.0624,0.9376,5.1495630882629255,False,0,0,chain,16,1
0,after_step,chain,11,False,False,[11],1,0.0624,0.9376,5.151698748956503,False,0,0,chain,16,1
0,after_step,chain,12,False,False,[12],1,0.0624,0.9376,5.149174691151972,False,0,0,chain,16,1
0,after_step,chain,13,False,False,[13],1,0.0624,0.9376,5.1613951602255765,False,0,0,chain,16,1
0,after_step,chain,14,False,False,[14],1,0.0624,0.9376,5.133030294085551,False,0,0,chain,16,1
0,after_step,chain,15,False,False,[15],1,0.0624,0.9376,5.146260778468188,False,0,0,chain,16,1
1,after_step,chain,0,False,False,[0],1,0.0626,0.9374,5.151019316601327,False,0,0,chain,16,1
1,after_step,chain,1,True,False,"[0, 1]",2,0.1252,0.8748,4.837768080427171,False,1,0,chain,16,1
1,after_step,chain,2,False,True,"[0, 1, 2]",3,0.1878,0.8122,4.516303798461746,False,0,1,chain,16,1
1,after_step,chain,3,False,False,[3],1,0.0626,0.9374,5.15315437377923,False,0,0,chain,16,1
1,after_step,chain,4,False,False,[4],1,0.0626,0.9374,5.14946599173157,False,0,0,chain,16,1
1,after_step,chain,5,False,False,[5],1,0.0626,0.9374,5.141886813223333,False,0,0,chain,16,1
1,after_step,chain,6,False,False,[6],1,0.0626,0.9374,5.15412456194066,False,0,0,chain,16,1
1,after_step,chain,7,False,False,[7],1,0.0626,0.9374,5.152378091716485,False,0,0,chain,16,1
1,after_step,chain,8,False,False,[8],1,0.0624,0.9376,5.15150463457037,False,0,0,chain,16,1
1,after_step,chain,9,False,False,[9],1,0.0624,0.9376,5.134783344991296,False,0,0,chain,16,1
1,after_step,chain,10,False,False,[10],1,0.0624,0.9376,5.1495630882629255,False,0,0,chain,16,1
1,after_step,chain,11,False,False,[11],1,0.0624,0.9376,5.151698748956503,False,0,0,chain,16,1
1,after_step,chain,12,False,False,[12],1,0.0624,0.9376,5.149174691151972,False,0,0,chain,16,1
1,after_step,chain,13,False,False,[13],1,0.0624,0.9376,5.1613951602255765,False,0,0,chain,16,1
1,after_step,chain,14,False,False,[14],1,0.0624,0.9376,5.133030294085551,False,0,0,chain,16,1
1,after_step,chain,15,False,False,[15],1,0.0624,0.9376,5.146260778468188,False,0,0,chain,16,1
2,after_step,chain,0,False,False,[0],1,0.0626,0.9374,5.151019316601327,False,0,0,chain,16,1
2,after_step,chain,1,False,False,"[0, 1]",2,0.1252,0.8748,4.837768080427171,False,0,0,chain,16,1
2,after_step,chain,2,True,False,"[0, 1, 2]",3,0.1878,0.8122,4.516303798461746,False,1,0,chain,16,1
2,after_step,chain,3,False,True,"[0, 1, 2, 3]",4,0.2504,0.7496,4.202380277890139,False,0,1,chain,16,1
2,after_step,chain,4,False,False,[4],1,0.0626,0.9374,5.14946599173157,False,0,0,chain,16,1
2,after_step,chain,5,False,False,[5],1,0.0626,0.9374,5.141886813223333,False,0,0,chain,16,1
2,after_step,chain,6,False,False,[6],1,0.0626,0.9374,5.15412456194066,False,0,0,chain,16,1
2,after_step,chain,7,False,False,[7],1,0.0626,0.9374,5.152378091716485,False,0,0,chain,16,1
2,after_step,chain,8,False,False,[8],1,0.0624,0.9376,5.15150463457037,False,0,0,chain,16,1
2,after_step,chain,9,False,False,[9],1,0.0624,0.9376,5.134783344991296,False,0,0,chain,16,1
2,after_step,chain,10,False,False,[10],1,0.0624,0.9376,5.1495630882629255,False,0,0,chain,16,1
2,after_step,chain,11,False,False,[11],1,0.0624,0.9376,5.151698748956503,False,0,0,chain,16,1
2,after_step,chain,12,False,False,[12],1,0.0624,0.9376,5.149174691151972,False,0,0,chain,16,1
2,after_step,chain,13,False,False,[13],1,0.0624,0.9376,5.1613951602255765,False,0,0,chain,16,1
2,after_step,chain,14,False,False,[14],1,0.0624,0.9376,5.133030294085551,False,0,0,chain,16,1
2,after_step,chain,15,False,False,[15],1,0.0624,0.9376,5.146260778468188,False,0,0,chain,16,1
3,after_step,chain,0,False,False,[0],1,0.0626,0.9374,5.151019316601327,False,0,0,chain,16,1
3,after_step,chain,1,False,False,"[0, 1]",2,0.1252,0.8748,4.837768080427171,False,0,0,chain,16,1
3,after_step,chain,2,False,False,"[0, 1, 2]",3,0.1878,0.8122,4.516303798461746,False,0,0,chain,16,1
3,after_step,chain,3,True,False,"[0, 1, 2, 3]",4,0.2504,0.7496,4.202380277890139,False,1,0,chain,16,1
3,after_step,chain,4,False,True,"[0, 1, 2, 3, 4]",5,0.313,0.687,3.8880586415330725,False,0,1,chain,16,1
3,after_step,chain,5,False,False,[5],1,0.0626,0.9374,5.141886813223333,False,0,0,chain,16,1
3,after_step,chain,6,False,False,[6],1,0.0626,0.9374,5.15412456194066,False,0,0,chain,16,1
3,after_step,chain,7,False,False,[7],1,0.0626,0.9374,5.152378091716485,False,0,0,chain,16,1
3,after_step,chain,8,False,False,[8],1,0.0624,0.9376,5.15150463457037,False,0,0,chain,16,1
3,after_step,chain,9,False,False,[9],1,0.0624,0.9376,5.134783344991296,False,0,0,chain,16,1
3,after_step,chain,10,False,False,[10],1,0.0624,0.9376,5.1495630882629255,False,0,0,chain,16,1
3,after_step,chain,11,False,False,[11],1,0.0624,0.9376,5.151698748956503,False,0,0,chain,16,1
3,after_step,chain,12,False,False,[12],1,0.0624,0.9376,5.149174691151972,False,0,0,chain,16,1
3,after_step,chain,13,False,False,[13],1,0.0624,0.9376,5.1613951602255765,False,0,0,chain,16,1
3,after_step,chain,14,False,False,[14],1,0.0624,0.9376,5.133030294085551,False,0,0,chain,16,1
3,after_step,chain,15,False,False,[15],1,0.0624,0.9376,5.146260778468188,False,0,0,chain,16,1
4,after_step,chain,0,False,False,[0],1,0.0626,0.9374,5.151019316601327,False,0,0,chain,16,1
4,after_step,chain,1,False,False,"[0, 1]",2,0.1252,0.8748,4.837768080427171,False,0,0,chain,16,1
4,after_step,chain,2,False,False,"[0, 1, 2]",3,0.1878,0.8122,4.516303798461746,False,0,0,chain,16,1
4,after_step,chain,3,False,False,"[0, 1, 2, 3]",4,0.2504,0.7496,4.202380277890139,False,0,0,chain,16,1
4,after_step,chain,4,True,False,"[0, 1, 2, 3, 4]",5,0.313,0.687,3.8880586415330725,False,1,0,chain,16,1
4,after_step,chain,5,False,True,"[0, 1, 2, 3, 4, 5]",6,0.3756,0.6244,3.5662305029260235,False,0,1,chain,16,1
4,after_step,chain,6,False,False,[6],1,0.0626,0.9374,5.15412456194066,False,0,0,chain,16,1
4,after_step,chain,7,False,False,[7],1,0.0626,0.9374,5.152378091716485,False,0,0,chain,16,1
4,after_step,chain,8,False,False,[8],1,0.0624,0.9376,5.15150463457037,False,0,0,chain,16,1
4,after_step,chain,9,False,False,[9],1,0.0624,0.9376,5.134783344991296,False,0,0,chain,16,1
4,after_step,chain,10,False,False,[10],1,0.0624,0.9376,5.1495630882629255,False,0,0,chain,16,1
4,after_step,chain,11,False,False,[11],1,0.0624,0.9376,5.151698748956503,False,0,0,chain,16,1
4,after_step,chain,12,False,False,[12],1,0.0624,0.9376,5.149174691151972,False,0,0,chain,16,1
4,after_step,chain,13,False,False,[13],1,0.0624,0.9376,5.1613951602255765,False,0,0,chain,16,1
4,after_step,chain,14,False,False,[14],1,0.0624,0.9376,5.133030294085551,False,0,0,chain,16,1
4,after_step,chain,15,False,False,[15],1,0.0624,0.9376,5.146260778468188,False,0,0,chain,16,1
5,after_step,chain,0,False,False,[0],1,0.0626,0.9374,5.151019316601327,False,0,0,chain,16,1
5,after_step,chain,1,False,False,"[0, 1]",2,0.1252,0.8748,4.837768080427171,False,0,0,chain,16,1
5,after_step,chain,2,False,False,"[0, 1, 2]",3,0.1878,0.8122,4.516303798461746,False,0,0,chain,16,1
5,after_step,chain,3,False,False,"[0, 1, 2, 3]",4,0.2504,0.7496,4.202380277890139,False,0,0,chain,16,1
5,after_step,chain,4,False,False,"[0, 1, 2, 3, 4]",5,0.313,0.687,3.8880586415330725,False,0,0,chain,16,1
5,after_step,chain,5,True,False,"[0, 1, 2, 3, 4, 5]",6,0.3756,0.6244,3.5662305029260235,False,1,0,chain,16,1
5,after_step,chain,6,False,True,"[0, 1, 2, 3, 4, 5, 6]",7,0.4382,0.5618,3.259907974161234,False,0,1,chain,16,1
5,after_step,chain,7,False,False,[7],1,0.0626,0.9374,5.152378091716485,False,0,0,chain,16,1
5,after_step,chain,8,False,False,[8],1,0.0624,0.9376,5.15150463457037,False,0,0,chain,16,1
5,after_step,chain,9,False,False,[9],1,0.0624,0.9376,5.134783344991296,False,0,0,chain,16,1
5,after_step,chain,10,False,False,[10],1,0.0624,0.9376,5.1495630882629255,False,0,0,chain,16,1
5,after_step,chain,11,False,False,[11],1,0.0624,0.9376,5.151698748956503,False,0,0,chain,16,1
5,after_step,chain,12,False,False,[12],1,0.0624,0.9376,5.149174691151972,False,0,0,chain,16,1
5,after_step,chain,13,False,False,[13],1,0.0624,0.9376,5.1613951602255765,False,0,0,chain,16,1
5,after_step,chain,14,False,False,[14],1,0.0624,0.9376,5.133030294085551,False,0,0,chain,16,1
5,after_step,chain,15,False,False,[15],1,0.0624,0.9376,5.146260778468188,False,0,0,chain,16,1
6,after_step,chain,0,False,False,[0],1,0.0626,0.9374,5.151019316601327,False,0,0,chain,16,1
6,after_step,chain,1,False,False,"[0, 1]",2,0.1252,0.8748,4.837768080427171,False,0,0,chain,16,1
6,after_step,chain,2,False,False,"[0, 1, 2]",3,0.1878,0.8122,4.516303798461746,False,0,0,chain,16,1
6,after_step,chain,3,False,False,"[0, 1, 2, 3]",4,0.2504,0.7496,4.202380277890139,False,0,0,chain,16,1
6,after_step,chain,4,False,False,"[0, 1, 2, 3, 4]",5,0.313,0.687,3.8880586415330725,False,0,0,chain,16,1
6,after_step,chain,5,False,False,"[0, 1, 2, 3, 4, 5]",6,0.3756,0.6244,3.5662305029260235,False,0,0,chain,16,1
6,after_step,chain,6,True,False,"[0, 1, 2, 3, 4, 5, 6]",7,0.4382,0.5618,3.259907974161234,False,1,0,chain,16,1
6,after_step,chain,7,False,True,"[0, 1, 2, 3, 4, 5, 6, 7]",8,0.5008,0.4992,2.951270912674741,False,0,1,chain,16,1
6,after_step,chain,8,False,False,[8],1,0.0624,0.9376,5.15150463457037,False,0,0,chain,16,1
6,after_step,chain,9,False,False,[9],1,0.0624,0.9376,5.134783344991296,False,0,0,chain,16,1
6,after_step,chain,10,False,False,[10],1,0.0624,0.9376,5.1495630882629255,False,0,0,chain,16,1
6,after_step,chain,11,False,False,[11],1,0.0624,0.9376,5.151698748956503,False,0,0,chain,16,1
6,after_step,chain,12,False,False,[12],1,0.0624,0.9376,5.149174691151972,False,0,0,chain,16,1
6,after_step,chain,13,False,False,[13],1,0.0624,0.9376,5.1613951602255765,False,0,0,chain,16,1
6,after_step,chain,14,False,False,[14],1,0.0624,0.9376,5.133030294085551,False,0,0,chain,16,1
6,after_step,chain,15,False,False,[15],1,0.0624,0.9376,5.146260778468188,False,0,0,chain,16,1
7,after_step,chain,0,False,False,[0],1,0.0626,0.9374,5.151019316601327,False,0,0,chain,16,1
7,after_step,chain,1,False,False,"[0, 1]",2,0.1252,0.8748,4.837768080427171,False,0,0,chain,16,1
7,after_step,chain,2,False,False,"[0, 1, 2]",3,0.1878,0.8122,4.516303798461746,False,0,0,chain,16,1
7,after_step,chain,3,False,False,"[0, 1, 2, 3]",4,0.2504,0.7496,4.202380277890139,False,0,0,chain,16,1
7,after_step,chain,4,False,False,"[0, 1, 2, 3, 4]",5,0.313,0.687,3.8880586415330725,False,0,0,chain,16,1
7,after_step,chain,5,False,False,"[0, 1, 2, 3, 4, 5]",6,0.3756,0.6244,3.5662305029260235,False,0,0,chain,16,1
7,after_step,chain,6,False,False,"[0, 1, 2, 3, 4, 5, 6]",7,0.4382,0.5618,3.259907974161234,False,0,0,chain,16,1
7,after_step,chain,7,True,False,"[0, 1, 2, 3, 4, 5, 6, 7]",8,0.5008,0.4992,2.951270912674741,False,1,0,chain,16,1
7,after_step,chain,8,False,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",9,0.5632,0.4368,2.6343879744638983,False,0,1,chain,16,1
7,after_step,chain,9,False,False,[9],1,0.0624,0.9376,5.134783344991296,False,0,0,chain,16,1
7,after_step,chain,10,False,False,[10],1,0.0624,0.9376,5.1495630882629255,False,0,0,chain,16,1
7,after_step,chain,11,False,False,[11],1,0.0624,0.9376,5.151698748956503,False,0,0,chain,16,1
7,after_step,chain,12,False,False,[12],1,0.0624,0.9376,5.149174691151972,False,0,0,chain,16,1
7,after_step,chain,13,False,False,[13],1,0.0624,0.9376,5.1613951602255765,False,0,0,chain,16,1
7,after_step,chain,14,False,False,[14],1,0.0624,0.9376,5.133030294085551,False,0,0,chain,16,1
7,after_step,chain,15,False,False,[15],1,0.0624,0.9376,5.146260778468188,False,0,0,chain,16,1
8,after_step,chain,0,False,False,[0],1,0.0626,0.9374,5.151019316601327,False,0,0,chain,16,1
8,after_step,chain,1,False,False,"[0, 1]",2,0.1252,0.8748,4.837768080427171,False,0,0,chain,16,1
8,after_step,chain,2,False,False,"[0, 1, 2]",3,0.1878,0.8122,4.516303798461746,False,0,0,chain,16,1
8,after_step,chain,3,False,False,"[0, 1, 2, 3]",4,0.2504,0.7496,4.202380277890139,False,0,0,chain,16,1
8,after_step,chain,4,False,False,"[0, 1, 2, 3, 4]",5,0.313,0.687,3.8880586415330725,False,0,0,chain,16,1
8,after_step,chain,5,False,False,"[0, 1, 2, 3, 4, 5]",6,0.3756,0.6244,3.5662305029260235,False,0,0,chain,16,1
8,after_step,chain,6,False,False,"[0, 1, 2, 3, 4, 5, 6]",7,0.4382,0.5618,3.259907974161234,False,0,0,chain,16,1
8,after_step,chain,7,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]",8,0.5008,0.4992,2.951270912674741,False,0,0,chain,16,1
8,after_step,chain,8,True,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",9,0.5632,0.4368,2.6343879744638983,False,1,0,chain,16,1
8,after_step,chain,9,False,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",10,0.6256,0.3744,2.3034756347745464,False,0,1,chain,16,1
