step_idx,phase,topology,mean_coverage,min_coverage,max_coverage,mean_agent_rmse,median_agent_rmse,best_agent_rmse,worst_agent_rmse,mean_normalized_l1_error,exact_match_agents,full_coverage_agents,vote_top_ratio,vote_rmse,average_rmse,Topology,Agents,Seed
11,after_step,chain,0.107725,0.0312,0.4072,4.932061257275444,5.3176122452806664,3.42257213218363,5.3314163221418,0.892275,0,0,0.03125,5.320338335106142,,chain,32,2
12,after_step,chain,0.12045,0.0312,0.4384,4.868005091656681,5.317236103366207,3.267720918316006,5.3314163221418,0.87955,0,0,0.03125,5.320338335106142,,chain,32,2
13,after_step,chain,0.13415,0.0312,0.4696,4.798981744709423,5.315449018261033,3.111591232793922,5.3314163221418,0.86585,0,0,0.03125,5.320338335106142,,chain,32,2
14,after_step,chain,0.148825,0.0312,0.5008,4.724796751942714,5.312908666936226,2.9492371895118916,5.3314163221418,0.851175,0,0,0.03125,5.320338335106142,,chain,32,2
15,after_step,chain,0.164475,0.0312,0.532,4.645906308981959,5.231691990297193,2.7967838672303587,5.3314163221418,0.835525,0,0,0.03125,5.320338335106142,,chain,32,2
16,after_step,chain,0.1811,0.0312,0.5632,4.5619475510585,5.0743989537341845,2.6366645596283194,5.3314163221418,0.8189,0,0,0.03125,5.320338335106142,,chain,32,2
17,after_step,chain,0.19870000000000002,0.0312,0.5944,4.473126540247554,4.9149518636448555,2.4694128856876083,5.3314163221418,0.8013,0,0,0.03125,5.320338335106142,,chain,32,2
18,after_step,chain,0.217275,0.0312,0.6256,4.379015463771197,4.752478053708059,2.3052114870440845,5.3314163221418,0.782725,0,0,0.03125,5.320338335106142,,chain,32,2
19,after_step,chain,0.236825,0.0312,0.6568,4.279374179884161,4.596053645317042,2.1428952377566195,5.329915571563962,0.763175,0,0,0.03125,5.320338335106142,,chain,32,2
20,after_step,chain,0.25735,0.0312,0.688,4.1751155933118955,4.440516800209073,1.9844394674567425,5.329915571563962,0.74265,0,0,0.03125,5.320338335106142,,chain,32,2
21,after_step,chain,0.27885,0.0312,0.7192,4.066065827986019,4.280896036704185,1.8281137820168634,5.329915571563962,0.72115,0,0,0.03125,5.320338335106142,,chain,32,2
22,after_step,chain,0.301325,0.0312,0.7504,3.9514599724761963,4.121124293540848,1.6625281952496325,5.326161845081315,0.698675,0,0,0.03125,5.320338335106142,,chain,32,2
23,after_step,chain,0.324775,0.0312,0.7816,3.8318879055519792,3.9631883506194567,1.4966629547095767,5.326161845081315,0.675225,0,0,0.03125,5.320338335106142,,chain,32,2
24,after_step,chain,0.3492,0.0312,0.8128,3.706944233692226,3.8096383502980666,1.3266499161421599,5.326161845081315,0.6508,0,0,0.03125,5.320338335106142,,chain,32,2
25,after_step,chain,0.3746,0.0312,0.844,3.5773448826664085,3.6563510493902704,1.1789826122551597,5.324847415654274,0.6254,0,0,0.03125,5.320338335106142,,chain,32,2
26,after_step,chain,0.40097499999999997,0.0312,0.8752,3.4425395698626136,3.5004199347556444,1.0099504938362078,5.324847415654274,0.599025,0,0,0.03125,5.320338335106142,,chain,32,2
27,after_step,chain,0.428325,0.0312,0.9064,3.302536436312547,3.345146525249818,0.8402380615040002,5.324847415654274,0.571675,0,0,0.03125,5.319774431308154,,chain,32,2
28,after_step,chain,0.45665,0.0312,0.9376,3.1562420895010326,3.1896560755549643,0.6434283176858164,5.319774431308154,0.54335,0,0,0.03125,5.319774431308154,,chain,32,2
29,after_step,chain,0.48595,0.0312,0.9688,3.0036528729642322,3.030414211152907,0.4312771730569565,5.319774431308154,0.51405,0,0,0.03125,5.319774431308154,,chain,32,2
30,after_step,chain,0.516225,0.0314,1.0,2.837409921985852,2.8730105283711254,0.0,5.318176379173598,0.483775,1,1,0.03125,5.318176379173598,0.0,chain,32,2
-1,initial,star,0.25,0.25,0.25,4.2190548145138935,4.22101762268287,4.205472625044657,4.228711387645177,0.75,0,0,0.25,4.205472625044657,,star,4,2
0,after_step,star,0.4375,0.25,1.0,3.1676866582527294,4.22101762268287,0.0,4.228711387645177,0.5625,1,1,0.25,0.0,0.0,star,4,2
1,after_step,star,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,4,1.0,0.0,0.0,star,4,2
-1,initial,star,0.125,0.125,0.125,4.848827396483249,4.847369982179695,4.8343562136028,4.867134680692533,0.875,0,0,0.125,4.845307007816945,,star,8,2
0,after_step,star,0.234375,0.125,1.0,4.244429452244521,4.847369982179695,0.0,4.867134680692533,0.765625,1,1,0.125,4.845307007816945,0.0,star,8,2
1,after_step,star,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8,8,1.0,0.0,0.0,star,8,2
-1,initial,star,0.0625,0.0624,0.0626,5.163158001313144,5.165462217040551,5.148786264742401,5.174553120801834,0.9375,0,0,0.0625,5.169139193328034,,star,16,2
0,after_step,star,0.1210875,0.0624,1.0,4.841110110852735,5.165462217040551,0.0,5.174553120801834,0.8789125,1,1,0.0625,5.169139193328034,0.0,star,16,2
1,after_step,star,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16,16,1.0,0.0,0.0,star,16,2
-1,initial,star,0.03125,0.0312,0.0314,5.3206533839825765,5.320996139871857,5.310837975310488,5.3314163221418,0.96875,0,0,0.03125,5.320338335106142,,star,32,2
0,after_step,star,0.06151875,0.0312,1.0,5.154460372133401,5.320996139871857,0.0,5.3314163221418,0.93848125,1,1,0.03125,5.320338335106142,0.0,star,32,2
1,after_step,star,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,32,32,1.0,0.0,0.0,star,32,2
-1,initial,mesh,0.25,0.25,0.25,4.2190548145138935,4.22101762268287,4.205472625044657,4.228711387645177,0.75,0,0,0.25,4.205472625044657,,mesh,4,2
0,after_step,mesh,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,4,1.0,0.0,0.0,mesh,4,2
-1,initial,mesh,0.125,0.125,0.125,4.848827396483249,4.847369982179695,4.8343562136028,4.867134680692533,0.875,0,0,0.125,4.845307007816945,,mesh,8,2
0,after_step,mesh,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8,8,1.0,0.0,0.0,mesh,8,2
-1,initial,mesh,0.0625,0.0624,0.0626,5.163158001313144,5.165462217040551,5.148786264742401,5.174553120801834,0.9375,0,0,0.0625,5.169139193328034,,mesh,16,2
0,after_step,mesh,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16,16,1.0,0.0,0.0,mesh,16,2
-1,initial,mesh,0.03125,0.0312,0.0314,5.3206533839825765,5.320996139871857,5.310837975310488,5.3314163221418,0.96875,0,0,0.03125,5.320338335106142,,mesh,32,2
0,after_step,mesh,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,32,32,1.0,0.0,0.0,mesh,32,2
-1,initial,static_exponential,0.25,0.25,0.25,4.2190548145138935,4.22101762268287,4.205472625044657,4.228711387645177,0.75,0,0,0.25,4.205472625044657,,static_exponential,4,2
0,after_step,static_exponential,0.75,0.75,0.75,1.6725283222344147,1.6673293166916339,1.6625281952496325,1.692926460304759,0.25,0,0,0.25,1.692926460304759,,static_exponential,4,2
1,after_step,static_exponential,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,4,1.0,0.0,0.0,static_exponential,4,2
-1,initial,static_exponential,0.125,0.125,0.125,4.848827396483249,4.847369982179695,4.8343562136028,4.867134680692533,0.875,0,0,0.125,4.845307007816945,,static_exponential,8,2
0,after_step,static_exponential,0.5,0.5,0.5,2.9590854904923343,2.9642873154810614,2.929163703175362,2.980939449234083,0.5,0,0,0.125,2.9414282245195102,,static_exponential,8,2
1,after_step,static_exponential,0.875,0.875,0.875,1.0032448265698475,1.0084636913220426,0.973139250056229,1.0271319292087069,0.125,0,0,0.125,1.0094552986635912,,static_exponential,8,2
2,after_step,static_exponential,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8,8,1.0,0.0,0.0,static_exponential,8,2
-1,initial,static_exponential,0.0625,0.0624,0.0626,5.163158001313144,5.165462217040551,5.148786264742401,5.174553120801834,0.9375,0,0,0.0625,5.169139193328034,,static_exponential,16,2
0,after_step,static_exponential,0.3125,0.3122,0.3128,3.9039781861105136,3.9011534649788304,3.877886022048611,3.9292492921676527,0.6875,0,0,0.0625,3.9143326378835,,static_exponential,16,2
1,after_step,static_exponential,0.6875,0.6872,0.6878,1.9971935974974362,1.9962454721149632,1.9710403344427023,2.0226220605936245,0.3125,0,0,0.0625,1.9801515093547766,,static_exponential,16,2
2,after_step,static_exponential,0.9375,0.9374,0.9376,0.6347128042699708,0.6363956180828939,0.6058052492344383,0.6519202405202649,0.0625,0,0,0.0625,0.6371812928829597,,static_exponential,16,2
3,after_step,static_exponential,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16,16,1.0,0.0,0.0,static_exponential,16,2
-1,initial,static_exponential,0.03125,0.0312,0.0314,5.3206533839825765,5.320996139871857,5.310837975310488,5.3314163221418,0.96875,0,0,0.03125,5.320338335106142,,static_exponential,32,2
0,after_step,static_exponential,0.1875,0.1872,0.188,4.534329444886544,4.531997286359919,4.512094857158923,4.5626746541913334,0.8125,0,0,0.03125,4.559385923564707,,static_exponential,32,2
1,after_step,static_exponential,0.5,0.4994,0.5006,2.955239612963806,2.951694417692589,2.9283100928692645,3.0044966300530276,0.5,0,0,0.03125,2.943976902083303,,static_exponential,32,2
2,after_step,static_exponential,0.8125,0.812,0.8128,1.34396743715641,1.344060997649553,1.3069047402163632,1.374772708486752,0.1875,0,0,0.03125,1.3164345787011218,,static_exponential,32,2
3,after_step,static_exponential,0.96875,0.9686,0.9688,0.42269987051983304,0.42543932443297966,0.4074309757492673,0.43703546766824314,0.03125,0,0,0.03125,0.42778499272414877,,static_exponential,32,2
4,after_step,static_exponential,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,32,32,1.0,0.0,0.0,static_exponential,32,2
-1,initial,one_peer_exponential,0.25,0.25,0.25,4.2190548145138935,4.22101762268287,4.205472625044657,4.228711387645177,0.75,0,0,0.25,4.205472625044657,,one_peer_exponential,4,2
0,after_step,one_peer_exponential,0.5,0.5,0.5,2.960377602233596,2.956686387642714,2.946862738574703,2.9812748950742534,0.5,0,0,0.25,2.9812748950742534,,one_peer_exponential,4,2
1,after_step,one_peer_exponential,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,4,1.0,0.0,0.0,one_peer_exponential,4,2
-1,initial,one_peer_exponential,0.125,0.125,0.125,4.848827396483249,4.847369982179695,4.8343562136028,4.867134680692533,0.875,0,0,0.125,4.845307007816945,,one_peer_exponential,8,2
0,after_step,one_peer_exponential,0.25,0.25,0.25,4.220071968257804,4.218885974080784,4.198809355043403,4.2534691723345075,0.75,0,0,0.125,4.219952606368939,,one_peer_exponential,8,2
1,after_step,one_peer_exponential,0.5,0.5,0.5,2.962440510586234,2.956686387642714,2.946862738574703,2.986636904613616,0.5,0,0,0.125,2.9492371895118916,,one_peer_exponential,8,2
2,after_step,one_peer_exponential,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8,8,1.0,0.0,0.0,one_peer_exponential,8,2
-1,initial,one_peer_exponential,0.0625,0.0624,0.0626,5.163158001313144,5.165462217040551,5.148786264742401,5.174553120801834,0.9375,0,0,0.0625,5.169139193328034,,one_peer_exponential,16,2
0,after_step,one_peer_exponential,0.125,0.1248,0.1252,4.84864831295184,4.847886119722876,4.830838436544944,4.868675384537359,0.875,0,0,0.0625,4.861069841094653,,one_peer_exponential,16,2
1,after_step,one_peer_exponential,0.25,0.2496,0.2504,4.220206652239293,4.215921773376981,4.197975702645264,4.255584566190643,0.75,0,0,0.0625,4.211650507817571,,one_peer_exponential,16,2
2,after_step,one_peer_exponential,0.5,0.4992,0.5008,2.9601424744307145,2.9515245907889613,2.939897957412808,3.000166662037294,0.5,0,0,0.0625,2.947032405658275,,one_peer_exponential,16,2
3,after_step,one_peer_exponential,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16,16,1.0,0.0,0.0,one_peer_exponential,16,2
-1,initial,one_peer_exponential,0.03125,0.0312,0.0314,5.3206533839825765,5.320996139871857,5.310837975310488,5.3314163221418,0.96875,0,0,0.03125,5.320338335106142,,one_peer_exponential,32,2
0,after_step,one_peer_exponential,0.0625,0.0624,0.0628,5.163382212862589,5.165752606409974,5.148786264742401,5.176292109222585,0.9375,0,0,0.03125,5.169139193328034,,one_peer_exponential,32,2
1,after_step,one_peer_exponential,0.125,0.1248,0.1256,4.849074018494075,4.8470093803800545,4.829699783630448,4.8731919724139745,0.875,0,0,0.03125,4.861069841094653,,one_peer_exponential,32,2
2,after_step,one_peer_exponential,0.25,0.2496,0.2512,4.220929238263407,4.219952546487834,4.192731806352512,4.255584566190643,0.75,0,0,0.03125,4.213786895418419,,one_peer_exponential,32,2
3,after_step,one_peer_exponential,0.5,0.4992,0.5008,2.9611528503011626,2.954403491881153,2.9383668933610045,3.0009998333888657,0.5,0,0,0.03125,2.946862738574703,,one_peer_exponential,32,2
4,after_step,one_peer_exponential,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,32,32,1.0,0.0,0.0,one_peer_exponential,32,2
-1,initial,chain,0.25,0.25,0.25,4.232005118089375,4.227291476687247,4.222084793085046,4.251352725897958,0.75,0,0,0.25,4.222084793085046,,chain,4,3
0,after_step,chain,0.3125,0.25,0.5,3.916913551451756,4.223387065388022,2.9909864593474844,4.229893615683496,0.6875,0,0,0.25,4.222084793085046,,chain,4,3
1,after_step,chain,0.4375,0.25,0.75,3.282671762607072,3.6065356262162656,1.692926460304759,4.2246893376909975,0.5625,0,0,0.25,4.222084793085046,,chain,4,3
2,after_step,chain,0.625,0.25,1.0,2.2264994281843222,2.3419564598261218,0.0,4.222084793085046,0.375,1,1,0.25,4.222084793085046,0.0,chain,4,3
-1,initial,chain,0.125,0.125,0.125,4.8594458984284685,4.856541664264988,4.83518355390982,4.8896830163109755,0.875,0,0,0.125,4.83518355390982,,chain,8,3
0,after_step,chain,0.140625,0.125,0.25,4.780795436484241,4.856541664264988,4.222084793085046,4.8896830163109755,0.859375,0,0,0.125,4.83518355390982,,chain,8,3
1,after_step,chain,0.171875,0.125,0.375,4.623405646241517,4.848604099813365,3.630564694369183,4.878626855991345,0.828125,0,0,0.125,4.83518355390982,,chain,8,3
2,after_step,chain,0.21875,0.125,0.5,4.390430022705963,4.838800152952317,2.9909864593474844,4.878626855991345,0.78125,0,0,0.125,4.83518355390982,,chain,8,3
3,after_step,chain,0.28125,0.125,0.625,4.076776377011784,4.528634173497434,2.3560560264985213,4.878626855991345,0.71875,0,0,0.125,4.83518355390982,,chain,8,3
4,after_step,chain,0.359375,0.125,0.75,3.683090090550527,3.9263247437271147,1.692926460304759,4.878626855991345,0.640625,0,0,0.125,4.83518355390982,,chain,8,3
5,after_step,chain,0.453125,0.125,0.875,3.2046261568093617,3.310775576858334,1.0074720839804943,4.878626855991345,0.546875,0,0,0.125,3.630564694369183,,chain,8,3
6,after_step,chain,0.5625,0.125,1.0,2.5947977998104435,2.6735212429230026,0.0,4.858291880898059,0.4375,1,1,0.125,3.630564694369183,0.0,chain,8,3
-1,initial,chain,0.0625,0.0624,0.0626,5.173827750710679,5.173635085475684,5.154027551342736,5.193264869039514,0.9375,0,0,0.0625,5.193264869039514,,chain,16,3
0,after_step,chain,0.0664125,0.0624,0.1252,5.154055523577441,5.173635085475684,4.856747883100378,5.193264869039514,0.9335875,0,0,0.0625,5.193264869039514,,chain,16,3
1,after_step,chain,0.0742375,0.0624,0.1878,5.114700369717397,5.17165314586377,4.552691511622548,5.193264869039514,0.9257625,0,0,0.0625,5.193264869039514,,chain,16,3
2,after_step,chain,0.085975,0.0624,0.2504,5.056095076002178,5.17165314586377,4.2209003778814775,5.193264869039514,0.914025,0,0,0.0625,5.193264869039514,,chain,16,3
3,after_step,chain,0.101625,0.0624,0.313,4.976979828097171,5.168171591955269,3.9213518077316145,5.193264869039514,0.898375,0,0,0.0625,5.193264869039514,,chain,16,3
4,after_step,chain,0.1211875,0.0624,0.3756,4.879618014785548,5.163670330091537,3.627671429443411,5.193264869039514,0.8788125,0,0,0.0625,5.193264869039514,,chain,16,3
5,after_step,chain,0.1446625,0.0624,0.4382,4.762839680691508,5.162071219513002,3.2922636589434937,5.193264869039514,0.8553375,0,0,0.0625,5.193264869039514,,chain,16,3
6,after_step,chain,0.17205,0.0624,0.5008,4.625798360507156,5.155773167316894,2.9879759035172957,5.193264869039514,0.82795,0,0,0.0625,5.193264869039514,,chain,16,3
7,after_step,chain,0.20335,0.0624,0.5632,4.468835615739721,5.0053877172215575,2.6735743864721626,5.193264869039514,0.79665,0,0,0.0625,5.193264869039514,,chain,16,3
8,after_step,chain,0.23855,0.0624,0.6256,4.292809117825477,4.704719697361464,2.353295561547678,5.193264869039514,0.76145,0,0,0.0625,5.193264869039514,,chain,16,3
9,after_step,chain,0.27765,0.0624,0.688,4.096492272267417,4.386795944752013,2.012958022413781,5.193264869039514,0.72235,0,0,0.0625,5.193264869039514,,chain,16,3
10,after_step,chain,0.32065,0.0624,0.7504,3.878416878650691,4.071126092806546,1.690562036720333,5.193264869039514,0.67935,0,0,0.0625,5.193264869039514,,chain,16,3
11,after_step,chain,0.36755,0.0624,0.8128,3.6405120908468533,3.7745116185875127,1.3601470508735443,5.193264869039514,0.63245,0,0,0.0625,5.193264869039514,,chain,16,3
12,after_step,chain,0.41835,0.0624,0.8752,3.381041048590959,3.4599675441934523,1.0059821071967434,5.193264869039514,0.58165,0,0,0.0625,5.193264869039514,,chain,16,3
13,after_step,chain,0.47304999999999997,0.0624,0.9376,3.0963837928326674,3.1401197812303945,0.6387487769068525,5.1736834073994125,0.52695,0,0,0.0625,5.1736834073994125,,chain,16,3
14,after_step,chain,0.53165,0.0626,1.0,2.7730346201106704,2.830775144994729,0.0,5.1736834073994125,0.46835,1,1,0.0625,5.1736834073994125,0.0,chain,16,3
-1,initial,chain,0.03125,0.0312,0.0314,5.331125155349505,5.331041170804584,5.319022466581618,5.346400658386911,0.96875,0,0,0.03125,5.346400658386911,,chain,32,3
0,after_step,chain,0.032231249999999996,0.0312,0.0628,5.326376858967498,5.331041170804584,5.1726202257656615,5.346400658386911,0.96776875,0,0,0.03125,5.346400658386911,,chain,32,3
1,after_step,chain,0.034193749999999995,0.0312,0.0942,5.316510345429166,5.330806692968771,5.01746948172084,5.346400658386911,0.96580625,0,0,0.03125,5.346400658386911,,chain,32,3
2,after_step,chain,0.0371375,0.0312,0.1256,5.301747959677427,5.330806692968771,4.8559242168715935,5.346400658386911,0.9628625,0,0,0.03125,5.346400658386911,,chain,32,3
3,after_step,chain,0.0410625,0.0312,0.157,5.282006792799253,5.33066599636561,4.699042455649874,5.346400658386911,0.9589375,0,0,0.03125,5.346400658386911,,chain,32,3
4,after_step,chain,0.045968749999999996,0.0312,0.1884,5.2573539724090335,5.330103175286995,4.54730689529528,5.346400658386911,0.95403125,0,0,0.03125,5.346400658386911,,chain,32,3
5,after_step,chain,0.05185625,0.0312,0.2198,5.227952968465406,5.330103175286995,4.384860317045459,5.346400658386911,0.94814375,0,0,0.03125,5.346400658386911,,chain,32,3
6,after_step,chain,0.058725,0.0312,0.2512,5.19341564152875,5.330103175286995,4.218056424468502,5.346400658386911,0.941275,0,0,0.03125,5.346400658386911,,chain,32,3
7,after_step,chain,0.066575,0.0312,0.2824,5.1537125594594455,5.329258839645277,4.064480286580315,5.346400658386911,0.933425,0,0,0.03125,5.346400658386911,,chain,32,3
8,after_step,chain,0.0754,0.0312,0.3136,5.109235339968908,5.327945127968688,3.919948979259807,5.346400658386911,0.9246,0,0,0.03125,5.346400658386911,,chain,32,3
9,after_step,chain,0.0852,0.0312,0.3448,5.060335399957971,5.326537306992774,3.7664306710730786,5.346400658386911,0.9148,0,0,0.03125,5.346400658386911,,chain,32,3
10,after_step,chain,0.09597499999999999,0.0312,0.376,5.0066761966621645,5.325598544667653,3.62518965021142,5.346400658386911,0.904025,0,0,0.03125,5.346400658386911,,chain,32,3
11,after_step,chain,0.107725,0.0312,0.4072,4.948501702566394,5.325129105588317,3.464390278245221,5.346400658386911,0.892275,0,0,0.03125,5.346400658386911,,chain,32,3
12,after_step,chain,0.12045,0.0312,0.4384,4.884963352650509,5.324283906602234,3.2918080138428487,5.346400658386911,0.87955,0,0,0.03125,5.346400658386911,,chain,32,3
13,after_step,chain,0.13415,0.0312,0.4696,4.81621862686015,5.321559622243589,3.1317726609701415,5.346400658386911,0.86585,0,0,0.03125,5.346400658386911,,chain,32,3
14,after_step,chain,0.148825,0.0312,0.5008,4.742763526157076,5.319398448944886,2.9879759035172957,5.346400658386911,0.851175,0,0,0.03125,5.346400658386911,,chain,32,3
15,after_step,chain,0.164475,0.0312,0.532,4.664495047131823,5.24582134617364,2.827012557453539,5.346400658386911,0.835525,0,0,0.03125,5.346400658386911,,chain,32,3
16,after_step,chain,0.1811,0.0312,0.5632,4.58112126671531,5.095044853743251,2.6735743864721626,5.346400658386911,0.8189,0,0,0.03125,5.346400658386911,,chain,32,3
17,after_step,chain,0.19870000000000002,0.0312,0.5944,4.493021013814662,4.936696849296217,2.5095816384409573,5.346400658386911,0.8013,0,0,0.03125,5.346400658386911,,chain,32,3
18,after_step,chain,0.217275,0.0312,0.6256,4.400007501737125,4.777483336260733,2.353295561547678,5.346400658386911,0.782725,0,0,0.03125,5.346400658386911,,chain,32,3
19,after_step,chain,0.236825,0.0312,0.6568,4.301904006537286,4.623174675472577,2.1840329667841556,5.346400658386911,0.763175,0,0,0.03125,5.346400658386911,,chain,32,3
20,after_step,chain,0.25735,0.0312,0.688,4.1985659937593365,4.46608360617037,2.012958022413781,5.346400658386911,0.74265,0,0,0.03125,5.346400658386911,,chain,32,3
21,after_step,chain,0.27885,0.0312,0.7192,4.089635434693218,4.301458370756981,1.8477012745571184,5.346400658386911,0.72115,0,0,0.03125,5.346400658386911,,chain,32,3
22,after_step,chain,0.301325,0.0312,0.7504,3.9758001337624815,4.141268355524408,1.690562036720333,5.346400658386911,0.698675,0,0,0.03125,5.346400658386911,,chain,32,3
23,after_step,chain,0.324775,0.0312,0.7816,3.856718029249574,3.992214632920061,1.5145956556124147,5.346400658386911,0.675225,0,0,0.03125,5.346400658386911,,chain,32,3
24,after_step,chain,0.3492,0.0312,0.8128,3.7326451745098375,3.8431898251664425,1.3601470508735443,5.346400658386911,0.6508,0,0,0.03125,5.346400658386911,,chain,32,3
25,after_step,chain,0.3746,0.0312,0.844,3.6031487817580947,3.6958101606422495,1.1832159566199232,5.346400658386911,0.6254,0,0,0.03125,5.346400658386911,,chain,32,3
26,after_step,chain,0.40097499999999997,0.0312,0.8752,3.4683662705273175,3.5447899642283205,1.0059821071967434,5.346400658386911,0.599025,0,0,0.03125,5.346400658386911,,chain,32,3
27,after_step,chain,0.428325,0.0312,0.9064,3.3272494495243454,3.378099146044035,0.8306623862918074,5.335072633057586,0.571675,0,0,0.03125,5.333666656250651,,chain,32,3
28,after_step,chain,0.45665,0.0312,0.9376,3.1805332657948515,3.2117903374064953,0.6387487769068525,5.335072633057586,0.54335,0,0,0.03125,5.1726202257656615,,chain,32,3
29,after_step,chain,0.48595,0.0312,0.9688,3.027099172620207,3.059874282243719,0.4219004621945797,5.335072633057586,0.51405,0,0,0.03125,5.1726202257656615,,chain,32,3
30,after_step,chain,0.516225,0.0314,1.0,2.860509997926891,2.907494230485417,0.0,5.335072633057586,0.483775,1,1,0.03125,5.1726202257656615,0.0,chain,32,3
-1,initial,star,0.25,0.25,0.25,4.232005118089375,4.227291476687247,4.222084793085046,4.251352725897958,0.75,0,0,0.25,4.222084793085046,,star,4,3
0,after_step,star,0.4375,0.25,1.0,3.176483919818113,4.227291476687247,0.0,4.251352725897958,0.5625,1,1,0.25,0.0,0.0,star,4,3
1,after_step,star,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,4,1.0,0.0,0.0,star,4,3
-1,initial,star,0.125,0.125,0.125,4.8594458984284685,4.856541664264988,4.83518355390982,4.8896830163109755,0.875,0,0,0.125,4.83518355390982,,star,8,3
0,after_step,star,0.234375,0.125,1.0,4.252159413316211,4.853039968135393,0.0,4.8896830163109755,0.765625,1,1,0.125,4.83518355390982,0.0,star,8,3
1,after_step,star,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8,8,1.0,0.0,0.0,star,8,3
-1,initial,star,0.0625,0.0624,0.0626,5.173827750710679,5.173635085475684,5.154027551342736,5.193264869039514,0.9375,0,0,0.0625,5.193264869039514,,star,16,3
0,after_step,star,0.1210875,0.0624,1.0,4.850472537748215,5.17334514039207,0.0,5.193264869039514,0.8789125,1,1,0.0625,5.193264869039514,0.0,star,16,3
1,after_step,star,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16,16,1.0,0.0,0.0,star,16,3
-1,initial,star,0.03125,0.0312,0.0314,5.331125155349505,5.331041170804584,5.319022466581618,5.346400658386911,0.96875,0,0,0.03125,5.346400658386911,,star,32,3
0,after_step,star,0.06151875,0.0312,1.0,5.164404135566455,5.330806692968771,0.0,5.346400658386911,0.93848125,1,1,0.03125,5.346400658386911,0.0,star,32,3
1,after_step,star,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,32,32,1.0,0.0,0.0,star,32,3
-1,initial,mesh,0.25,0.25,0.25,4.232005118089375,4.227291476687247,4.222084793085046,4.251352725897958,0.75,0,0,0.25,4.222084793085046,,mesh,4,3
0,after_step,mesh,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,4,1.0,0.0,0.0,mesh,4,3
-1,initial,mesh,0.125,0.125,0.125,4.8594458984284685,4.856541664264988,4.83518355390982,4.8896830163109755,0.875,0,0,0.125,4.83518355390982,,mesh,8,3
0,after_step,mesh,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8,8,1.0,0.0,0.0,mesh,8,3
-1,initial,mesh,0.0625,0.0624,0.0626,5.173827750710679,5.173635085475684,5.154027551342736,5.193264869039514,0.9375,0,0,0.0625,5.193264869039514,,mesh,16,3
0,after_step,mesh,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16,16,1.0,0.0,0.0,mesh,16,3
-1,initial,mesh,0.03125,0.0312,0.0314,5.331125155349505,5.331041170804584,5.319022466581618,5.346400658386911,0.96875,0,0,0.03125,5.346400658386911,,mesh,32,3
0,after_step,mesh,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,32,32,1.0,0.0,0.0,mesh,32,3
-1,initial,static_exponential,0.25,0.25,0.25,4.232005118089375,4.227291476687247,4.222084793085046,4.251352725897958,0.75,0,0,0.25,4.222084793085046,,static_exponential,4,3
0,after_step,static_exponential,0.75,0.75,0.75,1.687772877469449,1.6896713895056912,1.6571059109181887,1.7146428199482247,0.25,0,0,0.25,1.6864163187066235,,static_exponential,4,3
1,after_step,static_exponential,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,4,1.0,0.0,0.0,static_exponential,4,3
-1,initial,static_exponential,0.125,0.125,0.125,4.8594458984284685,4.856541664264988,4.83518355390982,4.8896830163109755,0.875,0,0,0.125,4.83518355390982,,static_exponential,8,3
0,after_step,static_exponential,0.5,0.5,0.5,2.96678683880897,2.9595603876406438,2.9421080877493266,3.007324392213118,0.5,0,0,0.125,2.975567172826048,,static_exponential,8,3
1,after_step,static_exponential,0.875,0.875,0.875,1.0113974222595674,1.0114346246792225,0.999499874937461,1.030048542545447,0.125,0,0,0.125,1.002496882788171,,static_exponential,8,3
2,after_step,static_exponential,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8,8,1.0,0.0,0.0,static_exponential,8,3
